gi|503662172|ref|WP_013896248.1|,1,100.000,380,0,0,1,380,1,380,0.0,767,593909,Mesorhizobium opportunistum,Mesorhizobium opportunistum,a-proteobacteria,Bacteria,536019;593909,Mesorhizobium opportunistum WSM2075;Mesorhizobium opportunistum,Mesorhizobium opportunistum WSM2075;Mesorhizobium opportunistum,a-proteobacteria,Bacteria,NAD(P)/FAD-dependent oxidoreductase [Mesorhizobium opportunistum]
gi|665883174|ref|WP_031250380.1|,1,95.000,380,19,0,1,380,1,380,0.0,732,1287233,Mesorhizobium sp. LNHC221B00,Mesorhizobium sp. LNHC221B00,a-proteobacteria,Bacteria,1287233,Mesorhizobium sp. LNHC221B00,Mesorhizobium sp. LNHC221B00,a-proteobacteria,Bacteria,NAD(P)/FAD-dependent oxidoreductase [Mesorhizobium sp. LNHC221B00]
gi|563153502|gb|ESY77133.1|,1,94.737,380,20,0,1,380,5,384,0.0,730,1287233,Mesorhizobium sp. LNHC221B00,Mesorhizobium sp. LNHC221B00,a-proteobacteria,Bacteria,1287233,Mesorhizobium sp. LNHC221B00,Mesorhizobium sp. LNHC221B00,a-proteobacteria,Bacteria,dimethylaniline monooxygenase [Mesorhizobium sp. LNHC221B00]
gi|1242629448|ref|WP_095770923.1|,1,94.211,380,22,0,1,380,1,380,0.0,727,68287,Mesorhizobium,Mesorhizobium,a-proteobacteria,Bacteria,68287;2029408;2029409,Mesorhizobium;Mesorhizobium sp. WSM4304;Mesorhizobium sp. WSM4308,Mesorhizobium;Mesorhizobium sp. WSM4304;Mesorhizobium sp. WSM4308,a-proteobacteria,Bacteria,MULTISPECIES: NAD(P)/FAD-dependent oxidoreductase [Mesorhizobium]
gi|696358103|ref|WP_032933255.1|,1,93.421,380,25,0,1,380,1,380,0.0,726,68287,Mesorhizobium,Mesorhizobium,a-proteobacteria,Bacteria,381;68287,Mesorhizobium loti;Mesorhizobium,Mesorhizobium loti;Mesorhizobium,a-proteobacteria,Bacteria,MULTISPECIES: NAD(P)/FAD-dependent oxidoreductase [Mesorhizobium]
gi|1242666040|ref|WP_095791864.1|,1,93.947,380,23,0,1,380,1,380,0.0,725,2029410,Mesorhizobium sp. WSM4311,Mesorhizobium sp. WSM4311,a-proteobacteria,Bacteria,2029410,Mesorhizobium sp. WSM4311,Mesorhizobium sp. WSM4311,a-proteobacteria,Bacteria,NAD(P)/FAD-dependent oxidoreductase [Mesorhizobium sp. WSM4311]
gi|563516912|gb|ETA72268.1|,1,93.158,380,26,0,1,380,16,395,0.0,725,935547,Mesorhizobium japonicum R7A,Mesorhizobium japonicum R7A,a-proteobacteria,Bacteria,935547,Mesorhizobium japonicum R7A,Mesorhizobium japonicum R7A,a-proteobacteria,Bacteria,putative flavoprotein involved in K+ transport [Mesorhizobium japonicum R7A]
gi|1178867178|ref|WP_083246698.1|,1,93.421,380,25,0,1,380,1,380,0.0,724,1862350,Mesorhizobium sp. SEMIA 3007,Mesorhizobium sp. SEMIA 3007,a-proteobacteria,Bacteria,1862350,Mesorhizobium sp. SEMIA 3007,Mesorhizobium sp. SEMIA 3007,a-proteobacteria,Bacteria,NAD(P)/FAD-dependent oxidoreductase [Mesorhizobium sp. SEMIA 3007]
gi|665891327|ref|WP_031258533.1|,1,93.947,380,23,0,1,380,1,380,0.0,724,1287243,Mesorhizobium sp. LNHC232B00,Mesorhizobium sp. LNHC232B00,a-proteobacteria,Bacteria,1287243,Mesorhizobium sp. LNHC232B00,Mesorhizobium sp. LNHC232B00,a-proteobacteria,Bacteria,NAD(P)/FAD-dependent oxidoreductase [Mesorhizobium sp. LNHC232B00]
gi|1242662526|ref|WP_095788449.1|,1,93.684,380,24,0,1,380,1,380,0.0,723,2029411,Mesorhizobium sp. WSM4312,Mesorhizobium sp. WSM4312,a-proteobacteria,Bacteria,2029411,Mesorhizobium sp. WSM4312,Mesorhizobium sp. WSM4312,a-proteobacteria,Bacteria,NAD(P)/FAD-dependent oxidoreductase [Mesorhizobium sp. WSM4312]
gi|1173575340|ref|WP_081296141.1|,1,93.684,380,24,0,1,380,1,380,0.0,723,68287,Mesorhizobium,Mesorhizobium,a-proteobacteria,Bacteria,68287;1777867,Mesorhizobium;Mesorhizobium jarvisii,Mesorhizobium;Mesorhizobium jarvisii,a-proteobacteria,Bacteria,MULTISPECIES: NAD(P)/FAD-dependent oxidoreductase [Mesorhizobium]
gi|696345351|ref|WP_032920503.1|,1,93.421,380,25,0,1,380,1,380,0.0,722,68287,Mesorhizobium,Mesorhizobium,a-proteobacteria,Bacteria,68287;763057,Mesorhizobium;Mesorhizobium huakuii 7653R,Mesorhizobium;Mesorhizobium huakuii 7653R,a-proteobacteria,Bacteria,MULTISPECIES: NAD(P)/FAD-dependent oxidoreductase [Mesorhizobium]
gi|563139322|gb|ESY63300.1|,1,93.684,380,24,0,1,380,5,384,0.0,722,1287243,Mesorhizobium sp. LNHC232B00,Mesorhizobium sp. LNHC232B00,a-proteobacteria,Bacteria,1287243,Mesorhizobium sp. LNHC232B00,Mesorhizobium sp. LNHC232B00,a-proteobacteria,Bacteria,dimethylaniline monooxygenase [Mesorhizobium sp. LNHC232B00]
gi|1058281838|gb|ODA94481.1|,1,93.158,380,26,0,1,380,16,395,0.0,721,1862350,Mesorhizobium sp. SEMIA 3007,Mesorhizobium sp. SEMIA 3007,a-proteobacteria,Bacteria,1862350,Mesorhizobium sp. SEMIA 3007,Mesorhizobium sp. SEMIA 3007,a-proteobacteria,Bacteria,dimethylaniline monooxygenase [Mesorhizobium sp. SEMIA 3007]
gi|1039221096|gb|OBQ61614.1|,1,93.421,380,25,0,1,380,16,395,0.0,721,381,Mesorhizobium loti,Mesorhizobium loti,a-proteobacteria,Bacteria,381,Mesorhizobium loti,Mesorhizobium loti,a-proteobacteria,Bacteria,dimethylaniline monooxygenase [Mesorhizobium loti]
gi|764983370|ref|WP_044549919.1|,1,92.895,380,27,0,1,380,1,380,0.0,721,2066070,Mesorhizobium japonicum,Mesorhizobium japonicum,a-proteobacteria,Bacteria,2066070,Mesorhizobium japonicum,Mesorhizobium japonicum,a-proteobacteria,Bacteria,NAD(P)/FAD-dependent oxidoreductase [Mesorhizobium japonicum]
gi|14027334|dbj|BAB53603.1|,1,92.632,380,28,0,1,380,16,395,0.0,720,266835,Mesorhizobium japonicum MAFF 303099,Mesorhizobium japonicum MAFF 303099,a-proteobacteria,Bacteria,266835,Mesorhizobium japonicum MAFF 303099,Mesorhizobium japonicum MAFF 303099,a-proteobacteria,Bacteria,mll7934 [Mesorhizobium japonicum MAFF 303099]
gi|1040750068|gb|ANN59946.1|,1,93.158,380,26,0,1,380,16,395,0.0,720,935546,Mesorhizobium loti NZP2037,Mesorhizobium loti NZP2037,a-proteobacteria,Bacteria,935546,Mesorhizobium loti NZP2037,Mesorhizobium loti NZP2037,a-proteobacteria,Bacteria,dimethylaniline monooxygenase [Mesorhizobium loti NZP2037]
gi|1223541022|ref|WP_091577584.1|,1,92.895,380,27,0,1,380,1,380,0.0,718,1165689,Mesorhizobium qingshengii,Mesorhizobium qingshengii,a-proteobacteria,Bacteria,1165689,Mesorhizobium qingshengii,Mesorhizobium qingshengii,a-proteobacteria,Bacteria,NAD(P)/FAD-dependent oxidoreductase [Mesorhizobium qingshengii]
gi|1087437406|emb|SDA65948.1|,1,92.632,380,28,0,1,380,16,395,0.0,716,1165689,Mesorhizobium qingshengii,Mesorhizobium qingshengii,a-proteobacteria,Bacteria,1165689,Mesorhizobium qingshengii,Mesorhizobium qingshengii,a-proteobacteria,Bacteria,Predicted flavoprotein CzcO associated with the cation diffusion facilitator CzcD [Mesorhizobium qingshengii]
gi|1237066773|ref|WP_095202474.1|,1,92.632,380,28,0,1,380,1,380,0.0,714,1208188,Mesorhizobium sp. ICMP 18942,Mesorhizobium sp. ICMP 18942,a-proteobacteria,Bacteria,1208188,Mesorhizobium sp. ICMP 18942,Mesorhizobium sp. ICMP 18942,a-proteobacteria,Bacteria,NAD(P)/FAD-dependent oxidoreductase [Mesorhizobium sp. ICMP 18942]
gi|947902887|ref|WP_056563132.1|,1,91.842,380,31,0,1,380,1,380,0.0,714,68287,Mesorhizobium,Mesorhizobium,a-proteobacteria,Bacteria,381;68287;1736481,Mesorhizobium loti;Mesorhizobium;Mesorhizobium sp. Root172,Mesorhizobium loti;Mesorhizobium;Mesorhizobium sp. Root172,a-proteobacteria,Bacteria,MULTISPECIES: NAD(P)/FAD-dependent oxidoreductase [Mesorhizobium]
gi|727715193|ref|WP_033838293.1|,1,91.053,380,34,0,1,380,1,380,0.0,712,381,Mesorhizobium loti,Mesorhizobium loti,a-proteobacteria,Bacteria,381,Mesorhizobium loti,Mesorhizobium loti,a-proteobacteria,Bacteria,NAD(P)/FAD-dependent oxidoreductase [Mesorhizobium loti]
gi|1327988985|gb|PMR53408.1|,1,91.579,380,32,0,1,380,1,380,0.0,707,537601,Mesorhizobium sp. BD68,Mesorhizobium sp. BD68,a-proteobacteria,Bacteria,537601,Mesorhizobium sp. BD68,Mesorhizobium sp. BD68,a-proteobacteria,Bacteria,NAD(P)/FAD-dependent oxidoreductase [Mesorhizobium sp. BD68]
gi|1442506399|ref|WP_115145241.1|,1,91.053,380,34,0,1,380,1,380,0.0,706,2135476,Mesorhizobium sp. AP09,Mesorhizobium sp. AP09,a-proteobacteria,Bacteria,2135476,Mesorhizobium sp. AP09,Mesorhizobium sp. AP09,a-proteobacteria,Bacteria,NAD(P)/FAD-dependent oxidoreductase [Mesorhizobium sp. AP09]
gi|696350974|ref|WP_032926126.1|,1,90.263,380,37,0,1,380,1,380,0.0,704,381,Mesorhizobium loti,Mesorhizobium loti,a-proteobacteria,Bacteria,381,Mesorhizobium loti,Mesorhizobium loti,a-proteobacteria,Bacteria,NAD(P)/FAD-dependent oxidoreductase [Mesorhizobium loti]
gi|1039863130|ref|WP_064991701.1|,1,89.737,380,39,0,1,380,1,380,0.0,699,381,Mesorhizobium loti,Mesorhizobium loti,a-proteobacteria,Bacteria,381,Mesorhizobium loti,Mesorhizobium loti,a-proteobacteria,Bacteria,NAD(P)/FAD-dependent oxidoreductase [Mesorhizobium loti]
gi|652701313|ref|WP_027042083.1|,1,92.632,380,28,0,1,380,1,380,0.0,697,1380350,Mesorhizobium sp. URHC0008,Mesorhizobium sp. URHC0008,a-proteobacteria,Bacteria,1380350,Mesorhizobium sp. URHC0008,Mesorhizobium sp. URHC0008,a-proteobacteria,Bacteria,NAD(P)/FAD-dependent oxidoreductase [Mesorhizobium sp. URHC0008]
gi|696342161|ref|WP_032917313.1|,1,88.947,380,42,0,1,380,1,380,0.0,695,1777866,Mesorhizobium erdmanii,Mesorhizobium erdmanii,a-proteobacteria,Bacteria,1777866,Mesorhizobium erdmanii,Mesorhizobium erdmanii,a-proteobacteria,Bacteria,NAD(P)/FAD-dependent oxidoreductase [Mesorhizobium erdmanii]
gi|696360295|ref|WP_032935445.1|,1,85.526,380,55,0,1,380,1,380,0.0,666,1040987,Mesorhizobium sp. WSM3626,Mesorhizobium sp. WSM3626,a-proteobacteria,Bacteria,1040987,Mesorhizobium sp. WSM3626,Mesorhizobium sp. WSM3626,a-proteobacteria,Bacteria,NAD(P)/FAD-dependent oxidoreductase [Mesorhizobium sp. WSM3626]
gi|505131354|ref|WP_015318456.1|,1,85.000,380,57,0,1,380,1,380,0.0,659,536018,Mesorhizobium australicum,Mesorhizobium australicum,a-proteobacteria,Bacteria,536018;754035,Mesorhizobium australicum;Mesorhizobium australicum WSM2073,Mesorhizobium australicum;Mesorhizobium australicum WSM2073,a-proteobacteria,Bacteria,NAD(P)/FAD-dependent oxidoreductase [Mesorhizobium australicum]
gi|563577765|ref|WP_023782920.1|,1,84.737,380,58,0,1,380,1,380,0.0,658,1287232,Mesorhizobium sp. LNHC220B00,Mesorhizobium sp. LNHC220B00,a-proteobacteria,Bacteria,1287232,Mesorhizobium sp. LNHC220B00,Mesorhizobium sp. LNHC220B00,a-proteobacteria,Bacteria,NAD(P)/FAD-dependent oxidoreductase [Mesorhizobium sp. LNHC220B00]
gi|696344582|ref|WP_032919734.1|,1,84.474,380,59,0,1,380,1,380,0.0,653,1298858,Mesorhizobium sp. URHA0056,Mesorhizobium sp. URHA0056,a-proteobacteria,Bacteria,1298858,Mesorhizobium sp. URHA0056,Mesorhizobium sp. URHA0056,a-proteobacteria,Bacteria,NAD(P)/FAD-dependent oxidoreductase [Mesorhizobium sp. URHA0056]
